Producto,Marca,Modelo,Calificación,Fecha,Texto,texto_limpio,sentimiento
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Me cambie de android a iPhone y es muy notoria sus diferencias ,celular rápido con buena interfaz entre aplicaciones entre otros lo recomiendo",cambiar android iphone notorio diferencia celular rápido buen interfaz aplicación recomeir,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Buen smartphone, genial y lo compré a buen precio, me pase del 8 al 13, el 8 lo use como 4 años, ahora a darle otros 4 años  a este 13 jajaja",buen smartphonir genial compré buen precio pasar usar año ahora dar él año jajajar,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Muy bueno el celular lo único que en la descripción del producto el iPhone 13 de 128 gb tienes 4 de RAM no 6 cómo está publicado en falabella,bueno celular único descripción producto iphonar ram cómo publicado falabella,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 2 años,El producto no biene el enchufe solo el cable entonces como se carga el celular nada que ver el celular es carisima y no trae enchufe que mal,producto bienir enchufe solo cable entonces carga celular ver celular carisimo traer enchufe mal,NEG
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Obviamente con Apple te vas a la segura de que cuentas con un equipo de buena calidad, teniendo en cuenta que esta es la versión 13 básica,",obviamente apple vas seguro cuenta equipo buen calidad contar versión básico,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Feliz con mi celular, tamaño perfecto, rápido, mejor compra   O mejor compra, y como siempre Falabella cumpliendo con las fechas de entrega",feliz celular tamaño perfecto rápido mejor compra mejor compra siempre falabella cumplir fecha entregar,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 21 días,"La verdad si es lo que esperaba, el color es maravilloso y el tamaño es ideal, es justo lo que esperaba, incluso es muy útil para trabajar.",verdad esperar color maravilloso tamaño ideal justo esperar incluso útil trabajar,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Excelente celular, destacando en la calidad de sus fotos y su gran procesador ideal para la vida de hoy en día . El color azul es hermoso.",excelente celular destacar calidad foto gran procesador ideal vida hoy día color azul hermoso,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Excelente iPhone, rápido, buena capacidad de almacenamiento y las cámaras muy buenas. Pase del 11 al 13 y se nota el cambio. Lo recomiendo",excelente iphone rápido buen capacidad almacenamiento cámara buena pase nota cambio recomeir,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"El iPhone 13 es un excelente producto de buenas características:En base a la seguridad, calidad y avances tecnológicos!Le pongo un 10.",iphonar excelente producto buena característicar base seguridad calidad avance tecnológicosle poner,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Las características que describe el producto en la app, y como viene son iguales y viene en un buen estado. No tengo ningún inconveniente",característica describir producto app venir igual venir buen ninguno inconveniente,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 7 meses,"Muy buena Resolucion de la cámara, una excelente nitidez de la pantalla y lo mejor el procesar, rápido cada vez al iniciar una aplicación",buen resolucion cámarir excelente nitidez pantalla mejor procesar rápido cada vez iniciar aplicación,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Excelente equipo como la mayoría de los iPhone. Es rápido, liviano, cómodo de usar, buena cámara, modo cine le da un plus a los videos.",excelente equipo mayoer iphonar rápido liviano cómodo usar buen cámara modo cine plus video,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"La batería es sorprendente me dura casi todo el día, el tamaño es ideal, llevo casi dos meses con el celular y ah funcionado súper!!!",bateer sorprendente duro casi día tamaño ideal llevar casi dos mes celular funcionado súper,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Muy contenta, excelente gráfica,  muy buena cámara entrega el el mismo de la compra, era un regalo para mi sobrino. Muy recomendado.",contentar excelente gráfico buen cámara entrega mismo compra regalo sobrino recomendado,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 8 meses,"Buscando subir de categoría, este iPhone 13 no decepciona. Bien dotado y con muy buen tamaño, satisface plenamente las expectativas.",buscar subir categoría iphone decepcionar bien dotado buen tamaño satisfacer plenamente expectativa,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Siempre cumpliendo todas mis expectativas, vino sellado, y hasta el momento cumple con todas las características y sin ninguna falla",siempre cumplir todo expectativa venir sellado momento cumplir todo característica ninguno falla,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Estos teléfonos volvieron a la esencia y se ven a la vista y al tacto muy bien. Al que le guste este sistema operativo le encantará,teléfono volver esencia ver vista tacto bien guste sistema operativo encantar,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Buen precio Falabella. Te vas a la segura en la calidad y seguridad con un iPhone. Este con buena memoria y color verde que quería.,buen precio falabella vas seguro calidad seguridad iphonar buen memoria color verde querer,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Buena resolucion buen porte buena pantalla rapido  lo unico que los volumenes no se manejan por separado hasta ahora una maravilla,buen resolucion buen porte buen pantalla rapido unico volumen manejar separar ahora maravillo,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,"El producto fue mejor de lo que esperaba, el tamaño es ideal para llevarlo a cualquier lado, es fluido y la camara es sorprendente",producto mejor esperar tamaño ideal llevar él cualquiera lado fluido camarar sorprendente,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,La descripción del producto se condice con lo recibido. Bien embalado y protegido. Tiempo de despacho rápido. Grata experiencia.,descripción producto condizar recibido bien embalado protegido tiempo despacho rápido grato experiencia,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Muy buen producto, en tamaño, calidad, claridad, un muy buen tablet, lo recomiendo totalmente.  Cumplió todas mis expectativas.",buen producto tamaño calidad claridad buen tablet recomeir totalmente cumplir todo expectativa,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 3 meses,"El producto se nota que es original, empaque sellado artículo nuevo en buen estado . Nada que decir seguiré en la línea iPhone",producto nota original empaque sellado artículo nuevo buen decir seguir línea iphone,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Mi hijo fascinado con su celular rojo, por tener 5G es muy rápido, su formato es más elegante...lo cuida con su vida jajajaja",hijo fascinado celular rojo tener rápido formato elegantelo cuidar vida jajajajo,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"El tamaño y color corresponden a la fotografía y además es un muy buen teléfono, de carga rápida, buen sonido y buena imagen.",tamaño color corresponder fotografía además buen teléfono carga rápido buen sonido buen imagen,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Apple sigue sorprendiendo, excelente celular. La compra y entrega fue rápida. Características y calidad que me acomodan mucho",apple seguir sorprender excelente celular compra entrega rápido característica calidad acomodar,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Corresponde a las caracteristicas descritas, veremos si es una buena inversion segun los planes que le tengo para el futuro.",corresponder caracteristica descrita ver buen inversion segun plan futuro,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Excelente compra y la mejor inversión que hice, lo compré por la página de Falabella y llego al otro día, maravilloso ??????",excelente compra mejor inversión hacer compré págín falabella llego día maravilloso,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 2 años,"Buena resolución de cámara, mayor durabilidad de batería. Viene solo con cable, que no sirve para los adaptadores antiguos.",buen resolución cámara mayor durabilidad baterío venir solo cable servir adaptador antiguo,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Muy buen producto, pase de Android a iPhone y encuentro que este modelo es excelente para dar ese paso, lo amo demasiado ??",buen producto pase android iphonar encontrar modelo excelente dar paso amar demasiado,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,2 de 5 estrellas.,hace 2 años,Alguien con problemas al enviar audios? He tenido 2 por cambios y ambos en micrófono para enviar whatsaap no funciona bien.,alguien problema enviar audio cambio ambos micrófono enviar whatsaap funcionar bien,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Fluidez gran rendimiento la batería me dura dos días con un uso cotidianoRecomendable es un iPhone q servirá fácil 4 años,fluidez gran rendimiento bateer durar dos día uso cotidianorecomendable iphone servir fácil año,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Tenia muchas ganas de renovar mi equipo y pronto lo actualizare y comprobare el resultado el cual estoy seguro sera genial,teniar mucho gana renovar equipo pronto actualizare comprobare resultado seguro sera genial,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 4 meses,"Ahora en fines de 2023 y comienzos de 2024, considero que es buena opción para la tecnología que ofrece el iPhone 14 y 15.",ahora fin comienzo considerar buen opción tecnología ofrecer iphone,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un mes,"Muy lindo el celular y rapido, lo mejor es que la entrega fue súper rápida y a un buen precio por eso no dude en comprarlo",lindo celular rapido mejor entrega súper rápido buen precio dudar comprar él,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Muy buen producto, ventaja con el reconocimiento de rostro con mascarilla, batería duración todo el día, excelente compra",buen producto ventaja reconocimiento rostro mascarilla bateer duración día excelente compra,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Si eres usuario de apple, sabrás que nunca defraudan. El cinematic mode es 10/10. Además, está muy linda la nueva imagen.",usuariir apple sabrás nunca defraudar cinematic mode además linda nuevo imagen,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,1 de 5 estrellas.,hace 2 años,"Me llegó el producto en fecha indicada, me duró menos del mes porque falló la pantalla. Estoy en respuesta de solución",llegar producto fecha indicado durar menos mes fallar pantalla respuesto solución,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Me encanto muy cómodo para la mano no es muy grande ni muy chico me encanto y la rapidez al abrir cualquier aplicación,encanto cómodo mano grande chico encanto rapidez abrir cualquiera aplicación,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 9 meses,Buena cámara maderno nada que decir del cel hasta el momento foto no subo porq era regalo pra mi hija y Noé st comnigo,buen cámara maderno decir cel momento foto subo porq regalo pra hijo noé comnigo,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,El producto llego en buenas condiciones y el tamaño y color son iguales a las fotos del producto. Quede super contento,producto llego buena condición tamaño color igual foto producto quedar super contento,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Es de buena calidad, la pantalla se ve mejor que versiones anteriores y las fotos que saca también tienen más nitidez",buen calidad pantalla mejor versión anterior foto sacar nitidez,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,"Es un equipo completo, rápido y la cámara es lo mejor,cubre mis expectativas que deseo adquirir otro para mi negocio.",equipo completo rápido cámara mejorcubre expectativa desear adquirir negocio,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,"el tamaño corresponde, si es igual a la foto,  si es de buena calidad , todo ok, muy bueno, sellado, no roto ni nada",tamaño corresponder igual foto buen calidad bueno sellado roto,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Bastante conforme con la compra , cumple con todas las expectativas.. buen producto como lo es Apple. Entrega rápida",bastante conforme compra cumplir todo expectativa buen producto apple entrega rápido,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Recomiendo este producto ya que es un excelente equipo y al día siguiente lo obtienen en su casa muy rápido el envío,recomeir producto excelente equipo día siguiente obtener casa rápido envío,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Excelente, tal como se ve en la foto, el teléfono funciona muy bien la batería, dura mucho, totalmente recomendable",excelente tal foto teléfono funcionar bien bateer duro totalmente recomendable,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 2 años,"Todo bien, sellado como debe ser y los colores y especificaciones tal como aparece en la descripción del producto.",bien sellado deber ser color especificación tal aparecer descripción producto,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 3 meses,"Es un excelente producto, lo necesitaba para mi hijo, es una gama alta muy buena, excelente camara y resolución ??",excelente producto necesitar hijo gama alto buen excelente camarar resolución,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Se nota el salto en la mejora de la batería, antes tenia se2020. Ha sido una buena inversión. Me quedo con IPhone.",nota salto mejora baterío tenia ser buen inversión quedo iphonar,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 7 meses,"Producto se encuentra en óptimas condiciones, funcionamiento ideal y la entrega muy veloz, fue todo dentro del día",producto encuentra óptimo condiciones funcionamiento ideal entrega veloz dentro día,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 22 días,"era un upgrade al que le tenia ganas hace rato.. excelente compra. Buena cámara, buenísima duración de batería!!",upgrade tenia gana hacer rato excelente compra buen cámara buenísimo duración bateer,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"El tamaño corresponde a las características del producto , el color es muy bello, la camara de buena resolución.",tamaño corresponder característica producto color bello camarar buen resolución,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Al otro día que hice la compra estaba listo para el retiro, no tuve ningún problema con cel, excelente calidad.",día hacer compra listo retiro ninguno problema cel excelente calidad,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Buen tamaño, rápido , buen audio, saca buenas fotos. La batería no dura tanto, pero aguanta el día entero fácil",buen tamaño rápido buen audio sacar buena foto bateer duro aguantar día entero fácil,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Pase de un XR a este y lo q mas me sorprendió es la duración de la batería, fijo dura 8 horas de uso intensivo.",pasar mas sorprender duración baterío fijo duro hora uso intensivo,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Es igual a la foto, hermoso, es muy rápido, tiene la mejor cámara, memoria, es genial!! Lo máximo!",igual foto hermoso rápido mejor cámara memorio genial máximo,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"El tamaño del celular corresponde a las medidas, la calidad de las fotos me fascinó y el color rojo me encantó",tamaño celular corresponder medida calidad foto fascinar color rojo encantar,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Teléfono realmente rápido y cumple con las expectativas que tenía al hacer el upgrade de iphone SE 2.0 al 13.,teléfono realmente rápido cumplir expectativa hacer upgrade iphonar,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 9 meses,No me quise comprar el Pro porque es muy grande para mi mano y se me resbalaba.  Este tiene el Toño perfecto!,querer comprar pro grande mano resbalar toño perfecto,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Ha sido una experiencia increíble, ha cumplido con todas mis expectativas, además tiene una excelente calidad",ser experiencia increíble cumplido todo expectativa además excelente calidad,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Feliz con la compra, la batería dura mucho más tiempo, la calidad de las fotos mejora un montón, recomendable",feliz compra bateer duro tiempo calidad foto mejorar montón recomendable,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"hice una compra espectacular con mi iphone 13 , TODO LO DESADO PARA MI DIA A DIA .... TOTALMENTE RECOMENDABLE",hacer compra espectacular iphone desado diar dia totalmente recomendable,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,1 de 5 estrellas.,hace 2 años,Horrible! Jamás llegó el producto a mis manos y me están cobrando igual! Devuelvan el dinero sin vergüenzas!,horrible jamás llegar producto mano cobrar igual devuelir dinero vergüenza,NEG
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"El teléfono es igual como aparece en las imágenes, tamaño perfecto, liviano y muy cómodo.100% recomendable",teléfono igual aparecer imagen tamaño perfecto liviano cómodo recomendable,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,"El producto cumplió con todas las expectativas. Es rápido, buen tamaño y larga durabilidad de la batería.",producto cumplir todo expectativa rápido buen tamaño largo durabilidad bateer,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 13 días,"Muy rápido, buena Cámara, un teléfono muy avanzado que aún encuentras a un precio relativamente accesible.",rápido buen cámara teléfono avanzado aún encuentra precio relativamente accesible,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 21 días,"Corresponde al tamaño, es rápido, tiene buen funcionamiento toda una fotos excelente. Buen almacenamiento.",corresponder tamaño rápido buen funcionamiento todo foto excelente buen almacenamiento,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"La calidad de Apple es brutal. Y en pleno 2022, el iPhone 13 es una muchísimo mejor alternativa que el 14",calidad apple brutal pleno iphonar muchísimo mejor alternativa,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Hola, el producto es el mismo y mejor de lo que esperaba el tamaño coincide y muy buena calidad, Gracias.",holar producto mismo mejor esperar tamaño coincidir buen calidad gracias,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 8 meses,Muy buen equipo. Cumple todas mis expectativas y no necesitas el 14 que es más caro. Lo recomiendo 100% !,buen equipo cumplir todo expectativa necesitas caro recomeir,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 7 meses,"Es igual a la foto, ya lo había utilizado antes así que bien!Buen precio y el despacho rápido y seguro.",igual foto utilizado así bienbuen precio despacho rápido seguro,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"He tenido varios IPhone, sin duda este supera a los anteriores, la duración de la batería es inmejorable",varios iphone dudar superar anterior duración baterío inmejorable,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Buen producto, cumple con la descripción.  Buen precio.  Entrega rápida y confiable.  Lo recomiendo 100%",buen producto cumplir descripción buen precio entregar rápido confiable recomeir,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Aproveché una súper oferta, llegó exacto el que pedí y al día siguiente! Excelente servicio de Falabela",aproveché súper oferta llegar exacto pedir día siguiente excelente servicio falabelar,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Un teléfono que cumple con todas las condiciones para un mejor desempeño tanto en cámara como en vídeo,teléfono cumplir todo condición mejor desempeño cámar vídeo,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"El telefono es lo maximo y el proceso de compra fue expedito, asi como la entrega, satisfaccion total.",telefono maximo proceso compra expedito asi entrega satisfaccion total,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Si bien aún no lo abro, porque es regalo para mi hija, se de la calidad de los teléfonos de esta marca",bien aún abrir regalo hija calidad teléfonos marca,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"En verdad es todo lo que esperaba y el color del celular me encanto, las fotos que saca son hermosas!",verdad esperar color celular encanto foto sacar hermosa,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Buen teléfono, calidad de fotos excelente n  o hay mucho que decir de iPhone ya que todos son iguales",buen teléfono calidad foto excelente decir iphone igual,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,"El tamaño corresponde a las características que menciona, es igual a la foto y viene bien empaquetado",tamaño corresponder característica mencionar igual foto venir bien empaquetado,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 4 meses,Todo es tal cual los detalles de la página aunque no se ve blanco sino con un palo de rosa muy claro,tal detalle páginar aunque blanco sino palo rosa claro,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,Hasta el momento ha sido excelente. Muy buena opción y el precio de Falabella espectacular. Gracias!,momento ser excelente buen opción precio falabella espectacular gracias,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 8 meses,La mejor. Me gustó sobre todo la puntualidad en la entrega. El producto como siempre de alta calidad,mejor gustar puntualidad entrego producto siempre alto calidad,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Feliz con mi compra, llego en la fecha estimada, muy buen celular, rápido, la cámara es maravillosa.",feliz compra llego fecha estimado buen celular rápido cámara maravilloso,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 8 meses,Excelente producto y excelente servicio de venta muy rápido. Pero lo mejor de todo fue el descuento.,excelente producto excelente servicio ventar rápido mejor descuento,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Era para mi mamá, muy practico. fácil de manejar. tamaño adecuado, liviano , buenas características.",mamá practico fácil manejar tamaño adecuado liviano buena característica,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Funciona excelente, tamaño comodo, color verde bastante bonito y realmente su camara es otra cosa.",funcionar excelente tamaño comodo color verde bastante bonito realmente camarar cosa,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,"La descripción del producto en la página, corresponde al artículo que recibo. Estoy muy satisfecho",descripción producto página corresponder artículo recibo satisfecho,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,1 de 5 estrellas.,hace 2 años,"NO recomiendo falabella, aun no me despachan mi iphone 13 de 128 que compré el 01 de junio pasado.",recomeir falabella aun despachar iphone comprar junio pasado,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,El tamaño y el color era según la descripción y foto que estaba en la página web de saga falabella,tamaño color según descripción foto págín web saga falabella,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Me encantó. Estaba esperando poder relizar esta compra.Iphone, lo mejor en tecnologia y calidad.",encantar esperar poder relizar compraiphonir mejor tecnologia calidad,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,"Llevo usándolo 3 días y todo funciona bien, equipo LZ/A completamente nuevo con garantía de Apple",llevar usándolo día funcionar bien equipo lcer completamente nuevo garantía apple,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Quedé muy conforme con el celular, muy bonito, buen tamaño y fácil de manipular, excelente compra",quedé conforme celular bonito buen tamaño fácil manipular excelente compra,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"1 semana de uso u la verdad es que lo cargo cada 2 días, rápido, fácil de usar, cámara increíble.",semana uso verdad cargo cada día rápido fácil usar cámara increíble,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 14 días,Cambie por renovación y no me arrepiento. iPhone rápido con mucha más capacidad que el que tenía.,cambiar renovación arrepiento iphonar rápido mucho capacidad,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 7 meses,el tamaño y la camara es como se dice. La experiencia de venta fue lo mejor excelente ejecutiva.,tamaño camar decir experiencia ventar mejor excelente ejecutiva,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 2 años,"Funciona bn pero encuentro que dura poco la carga, todo los días tengo que cargar la batería. Lo",funcionar encuentro duro carga día cargar batería,NEG
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"La batería me dura mucho más que iPhone anterior, Uso fluido y rápido. más pequeño que IPhone 11",bateer duro iphone anterior uso fluido rápido pequeño iphone,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,3 de 5 estrellas.,hace 2 años,Es una maquina hermosa y me imagino que para quienes la aprenden a manejar debe ser fantástico.,maquín hermoso imagino aprender manejar deber ser fantástico,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Es realmente lo que vi en la foto y quería actualizar por lo tanto estoy contenta con mi compra,realmente foto querer actualizar contenta compro,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 7 meses,"Es igual a la fotografía, muy buena calidad, llego antes de lo esperado. Contenta con mi compra",igual fotografía buen calidad llego esperado contenta compra,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"el tamaño está buenísimo, las aplicaciones entretenidas y lo mejor, la batería dura muchísimo.",tamaño buenísimo aplicación entretenido mejor batería duro muchísimo,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,"Es lo que esperaba y entrega en el día exacto ,  y lo compré a buen precio antes que subiera .",esperar entrega día exacto comprar buen precio subir,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"La calidad es genial, las fotos que saca son de alta resolución y la batería dura mucho tiempo",calidad genial foto sacar alto resolución bateer duro tiempo,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Lo compre para actualizar mi iPhone y la vdd no me arrepiento, cumplió todas las expectativas",compre actualizar iphone vdd arrepiento cumplir todo expectativa,NEU
