Producto,Marca,Modelo,CalificaciÃ³n,Fecha,Texto,texto_limpio,sentimiento,tokens,dominant_topic,sentimiento_vader
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,Excelente calidad,excelente calidad,POS,"['excelente', 'calidad']",2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 4 meses,Excelente cÃ¡mara!,excelente cÃ¡mara,POS,"['excelente', 'cÃ¡mara']",0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,Muy buen producto,buen producto,POS,"['buen', 'producto']",2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un aÃ±o,100 % recomendado,recomendado,NEU,['recomendado'],0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,Muy buen producto,buen producto,POS,"['buen', 'producto']",2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,Muy buena calidad,buen calidad,POS,"['buen', 'calidad']",2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,Sellado A tiempo,sellado tiempo,NEU,"['sellado', 'tiempo']",0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un aÃ±o,Un sÃºper telÃ©fono,sÃºper telÃ©fono,NEU,"['sÃºper', 'telÃ©fono']",0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 9 meses,Excelente Calidad,excelente calidad,POS,"['excelente', 'calidad']",2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,Excelentw calidad,excelentw calidad,POS,"['excelentw', 'calidad']",2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,Muy buen producto,buen producto,POS,"['buen', 'producto']",2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,Excelente celular,excelente celular,POS,"['excelente', 'celular']",0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,1 de 5 estrellas.,hace 2 aÃ±os,Producto Mediocre,producto mediocre,NEG,"['producto', 'mediocre']",0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,Muy buen producto,buen producto,POS,"['buen', 'producto']",2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,Funciona muy bien,funcionar bien,NEU,"['funcionar', 'bien']",0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un aÃ±o,Excelente calidad,excelente calidad,POS,"['excelente', 'calidad']",2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un aÃ±o,Igual que la foto,igual foto,NEU,"['igual', 'foto']",2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 8 meses,Funciona muy bien,funcionar bien,NEU,"['funcionar', 'bien']",0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un aÃ±o,Excelente oferta.,excelente oferta,POS,"['excelente', 'oferta']",0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,Muy buen producto,buen producto,POS,"['buen', 'producto']",2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 7 meses,Muy buen producto,buen producto,POS,"['buen', 'producto']",2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,Excelente en todo,excelente,NEU,['excelente'],0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,Excelente equipo,excelente equipo,POS,"['excelente', 'equipo']",0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,Producto exitoso,producto exitoso,NEU,"['producto', 'exitoso']",0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,Excelente equipo,excelente equipo,POS,"['excelente', 'equipo']",0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,Exelente calidad,exelente calidad,POS,"['exelente', 'calidad']",2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,Excelente compra,excelente compra,POS,"['excelente', 'compra']",0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,Muy buena calida,buen calida,NEU,"['buen', 'calida']",2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,1 de 5 estrellas.,hace 2 aÃ±os,QUIERO DEVOLVER,querer devolver,NEU,"['querer', 'devolver']",1,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un aÃ±o,Igual a la foto,igual foto,NEU,"['igual', 'foto']",2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,Igual a la foto,igual foto,NEU,"['igual', 'foto']",2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,muy recomendado,recomendado,NEU,['recomendado'],0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 8 meses,Es lo esperado.,esperado,NEU,['esperado'],0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,igual a la foto,igual foto,NEU,"['igual', 'foto']",2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 8 meses,Si es identico,identico,NEU,['identico'],2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,RÃ¡pida entrega,rÃ¡pido entrega,NEU,"['rÃ¡pido', 'entrega']",0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,2 de 5 estrellas.,hace 2 aÃ±os,RÃ¡pido y facil,rÃ¡pido facil,NEU,"['rÃ¡pido', 'facil']",0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un aÃ±o,Si buen tamaÃ±o,buen tamaÃ±o,POS,"['buen', 'tamaÃ±o']",2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,Es mara illoso,mara illoso,NEU,"['mara', 'illoso']",1,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,Todo excelente,excelente,NEU,['excelente'],0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,FantÃ¡stico....,fantÃ¡stico,NEU,['fantÃ¡stico'],1,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,TamaÃ±o ideal !,tamaÃ±o ideal,NEU,"['tamaÃ±o', 'ideal']",2,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 4 meses,En buen estado,buen,NEU,['buen'],2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,Buenas calidad,buena calidad,NEU,"['buena', 'calidad']",2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,todo perfecto,perfecto,NEU,['perfecto'],2,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,compra rapida,compra rapido,NEU,"['compra', 'rapido']",0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 20 dÃ­as,Buena calidad,buen calidad,POS,"['buen', 'calidad']",2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 8 meses,Esta perfecto,perfecto,NEU,['perfecto'],2,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 9 meses,BUEN PRODUCTO,buen producto,POS,"['buen', 'producto']",2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,Buena calidad,buen calidad,POS,"['buen', 'calidad']",2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,Buena calidad,buen calidad,POS,"['buen', 'calidad']",2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 7 meses,Buena calidad,buen calidad,POS,"['buen', 'calidad']",2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un aÃ±o,Buena calidad,buen calidad,POS,"['buen', 'calidad']",2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,Todo correcto,correcto,NEU,['correcto'],0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,Buena calidad,buen calidad,POS,"['buen', 'calidad']",2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un aÃ±o,Buena calidad,buen calidad,POS,"['buen', 'calidad']",2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un aÃ±o,Buena calidad,buen calidad,POS,"['buen', 'calidad']",2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,"bueno, bonito",bueno bonito,NEU,"['bueno', 'bonito']",0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,Buena calidad,buen calidad,POS,"['buen', 'calidad']",2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,Buen producto,buen producto,POS,"['buen', 'producto']",2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 11 meses,Buena calidad,buen calidad,POS,"['buen', 'calidad']",2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,Buena calidad,buen calidad,POS,"['buen', 'calidad']",2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,Todo Perfecto,perfecto,NEU,['perfecto'],2,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un aÃ±o,Si muy bueno,bueno,NEU,['bueno'],0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 7 meses,Espectacular,espectacular,NEU,['espectacular'],1,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 2 aÃ±os,Alta Calidad,alto calidad,NEU,"['alto', 'calidad']",2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 7 meses,Es muy bueno,bueno,NEU,['bueno'],0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un mes,Es lo mÃ¡ximo,mÃ¡ximo,NEU,['mÃ¡ximo'],1,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,Igual a foto,igual foto,NEU,"['igual', 'foto']",2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,super comodo,super comodo,NEU,"['super', 'comodo']",1,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un aÃ±o,Buen tamaÃ±o,buen tamaÃ±o,POS,"['buen', 'tamaÃ±o']",2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,Maravilloso,maravilloso,NEU,['maravilloso'],1,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,Si es igual,igual,NEU,['igual'],2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un aÃ±o,Excelente!,excelente,NEU,['excelente'],0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,Me encanta,encanto,NEU,['encanto'],2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 2 aÃ±os,Estamos Ok,,POS,[],0,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un aÃ±o,Nice color,nizar color,NEU,"['nizar', 'color']",2,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,super good,super good,NEU,"['super', 'good']",1,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un aÃ±o,IncreÃ­ble!,increÃ­ble,NEU,['increÃ­ble'],1,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 9 meses,Totalmente,totalmente,NEU,['totalmente'],0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un aÃ±o,Excelente,excelente,NEU,['excelente'],0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 7 meses,Muy bueno,bueno,NEU,['bueno'],0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,BuenÃ­simo,buenÃ­simo,POS,['buenÃ­simo'],0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,Todo bien,bien,NEU,['bien'],0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un aÃ±o,Excelente,excelente,NEU,['excelente'],0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,Excelente,excelente,NEU,['excelente'],0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un aÃ±o,Excelente,excelente,NEU,['excelente'],0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,Muy bueno,bueno,NEU,['bueno'],0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 7 meses,excelente,excelente,NEU,['excelente'],0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,Todo okay,okay,NEU,['okay'],1,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un aÃ±o,Muy buena,buen,NEU,['buen'],2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un aÃ±o,Excelente,excelente,NEU,['excelente'],0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,Excelente,excelente,NEU,['excelente'],0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un aÃ±o,Excelente,excelente,NEU,['excelente'],0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 3 meses,Excelente,excelente,NEU,['excelente'],0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 8 meses,Excelente,excelente,NEU,['excelente'],0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 2 meses,Todo bien,bien,NEU,['bien'],0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un aÃ±o,Excelente,excelente,NEU,['excelente'],0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,Excelente,excelente,NEU,['excelente'],0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,1 de 5 estrellas.,hace 6 meses,Muy bueno,bueno,NEU,['bueno'],0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un aÃ±o,Muy bueno,bueno,NEU,['bueno'],0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un aÃ±o,Perfecto,perfecto,NEU,['perfecto'],2,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,Perfecto,perfecto,NEU,['perfecto'],2,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,Conforme,conforme,NEU,['conforme'],0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,Perfecto,perfecto,NEU,['perfecto'],2,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,Perfecto,perfecto,NEU,['perfecto'],2,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,Es buena,buen,NEU,['buen'],2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,Esta ok,,POS,[],0,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,Hermoso,hermoso,NEU,['hermoso'],1,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,gooood,gooood,POS,['gooood'],1,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,Lo amo,amar,NEU,['amar'],1,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un aÃ±o,Buena,buen,NEU,['buen'],2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,Buena,buen,NEU,['buen'],2,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 aÃ±os,Bueno,bueno,NEU,['bueno'],0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un aÃ±o,Bueno,bueno,NEU,['bueno'],0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,Bueno,bueno,NEU,['bueno'],0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 10 meses,Bueno,bueno,NEU,['bueno'],0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,Bueno,bueno,NEU,['bueno'],0,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un aÃ±o,????,,POS,[],0,NEU
Celular Samsung Galaxy A15 8GB RAM 256GB,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 meses,"aunque no es un celular de gama alto, la relaciÃ³n calidad-precio va mucho mÃ¡s allÃ¡, es categorizado como un telÃ©fono de gama baja hacia media, pero sinceramente lo considero gama media casi hacia media-alta! Me encanta! Muy buena pantalla, los colores se ven hermosos, no es muy grande ni muy pequeÃ±o, al ser un poco mÃ¡s grueso no se siente tan delicado quÃ© se rompe con verlo, mucha fluidez en la pantalla, los 8gb de ram hacen que uno pueda usarlo sin problema, y el montÃ³n de almacenamiento es una maravilla, la cÃ¡mara es hermosa, nada que envidiarle a otros celulares, graba y toma fotos hermosas tanto con la cÃ¡mara como en otras aplicaciones, simplemente lo amo, la mejor inversiÃ³n que he hecho",aunque celular gama alto relaciÃ³n calidadprecio allÃ¡ categorizado telÃ©fono gama bajo hacia medio sinceramente considero gama medio casi hacia mediaalta encantar buen pantalla color ver hermoso grande pequeÃ±o ser grueso tanto delicado romper ver Ã©l mucho fluidez pantallo ram hacer poder usar Ã©l problema montÃ³n almacenamiento maravilla cÃ¡mara hermoso envidiar Ã©l celular grar tomar foto hermoso cÃ¡mar aplicaciÃ³n simplemente amar mejor inversiÃ³n hecho,POS,"['aunque', 'celular', 'gama', 'alto', 'relaciÃ³n', 'calidadprecio', 'allÃ¡', 'categorizado', 'telÃ©fono', 'gama', 'bajo', 'hacia', 'medio', 'sinceramente', 'considero', 'gama', 'medio', 'casi', 'hacia', 'mediaalta', 'encantar', 'buen', 'pantalla', 'color', 'ver', 'hermoso', 'grande', 'pequeÃ±o', 'ser', 'grueso', 'delicado', 'romper', 'ver', 'fluidez', 'pantallo', 'ram', 'hacer', 'poder', 'usar', 'problema', 'montÃ³n', 'almacenamiento', 'maravilla', 'cÃ¡mara', 'hermoso', 'envidiar', 'celular', 'grar', 'tomar', 'foto', 'hermoso', 'cÃ¡mar', 'aplicaciÃ³n', 'simplemente', 'amar', 'mejor', 'inversiÃ³n', 'hecho']",1,NEG
Celular Samsung Galaxy A15 8GB RAM 256GB,Desconocida,Desconocido,5 de 5 estrellas.,hace 3 meses,Muy buena cÃ¡mara buen producto,buen cÃ¡mara buen producto,POS,"['buen', 'cÃ¡mara', 'buen', 'producto']",2,NEU
Celular Samsung Galaxy A15 8GB RAM 256GB,Desconocida,Desconocido,5 de 5 estrellas.,hace un mes,Muy buen equipo que me ayudarÃ¡ para mi dÃ­a a dÃ­a,buen equipo ayudar dÃ­a dÃ­a,POS,"['buen', 'equipo', 'ayudar', 'dÃ­a', 'dÃ­a']",0,NEU
Celular Samsung Galaxy A15 8GB RAM 256GB,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 meses,"El celular es muy bonito es igual a la imagen, ya sabÃ­a que venÃ­a sin cargador , por eso primero se investiga antes de comprar ^-^",celular bonito igual imagen saber venÃ­a cargador primero investigar comprar,NEU,"['celular', 'bonito', 'igual', 'imagen', 'saber', 'venÃ­a', 'cargador', 'primero', 'investigar', 'comprar']",1,NEG
Celular Samsung Galaxy A15 8GB RAM 256GB,Desconocida,Desconocido,4 de 5 estrellas.,hace 2 meses,"mi recomendaciÃ³n: DeberÃ­an agregar mas informaciÃ³n, como el modelo del equipo; y que accesorios trae, ya que no viene con su propio cargador.",recomendaciÃ³n deber agregar mas informaciÃ³n modelo equipo accesorio traer venir propio cargador,NEU,"['recomendaciÃ³n', 'deber', 'agregar', 'mas', 'informaciÃ³n', 'modelo', 'equipo', 'accesorio', 'traer', 'venir', 'propio', 'cargador']",1,NEG
Celular Samsung Galaxy A15 8GB RAM 256GB,Desconocida,Desconocido,1 de 5 estrellas.,hace 2 meses,"El producto todo ok, lo que si falta es una parte importante del equipo que es el cargador. Y deberÃ­an especificar que no viene el el paquete.",producto faltar parte importante equipo cargador deber especificar venir paquete,NEU,"['producto', 'faltar', 'parte', 'importante', 'equipo', 'cargador', 'deber', 'especificar', 'venir', 'paquete']",1,NEG
Celular Samsung Galaxy A15 8GB RAM 256GB,Desconocida,Desconocido,4 de 5 estrellas.,hace 2 meses,El celular es tal cual lo muestran en la pÃ¡gina web estoy muy contento por la comprar y entusiasmado por todas las nuevas experiencias que tendrÃ© con mi nuevo dispositivo,celular tal mostrar pÃ¡gina web contento comprar entusiasmado todo nuevo experiencia nuevo dispositivo,POS,"['celular', 'tal', 'mostrar', 'pÃ¡gina', 'web', 'contento', 'comprar', 'entusiasmado', 'nuevo', 'experiencia', 'nuevo', 'dispositivo']",0,NEU
Celular Samsung Galaxy A15 8GB RAM 256GB,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 meses,Calidad y bonito,calidad bonito,NEU,"['calidad', 'bonito']",2,NEU
Celular Samsung Galaxy A15 8GB RAM 256GB,Desconocida,Desconocido,1 de 5 estrellas.,hace 2 meses,No viene con cargador y en ninguna parte te especifica esto,venir cargador ninguno parte especificar,NEU,"['venir', 'cargador', 'ninguno', 'parte', 'especificar']",1,NEG
