Producto,Marca,Modelo,Calificación,Fecha,Texto,texto_limpio,sentimiento,tokens,dominant_topic
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,"Calidad, súper rápido llego el producto, lo mejor",calidad súper rápido llego producto mejor,POS,"['calidad', 'súper', 'rápido', 'llego', 'producto', 'mejor']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,Es de muy buena calidad y esta en perfecto estado,buen calidad perfecto,POS,"['buen', 'calidad', 'perfecto']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Es tal cual se ve en la página es demasiado bueno,tal página demasiado bueno,POS,"['tal', 'página', 'demasiado', 'bueno']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Es igual a la foto y no se demoró nada en llegar.,igual foto demorar llegar,NEU,"['igual', 'foto', 'demorar', 'llegar']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Excelente producto ,entrega en el tiempo estimado",excelente producto entregar tiempo estimado,POS,"['excelente', 'producto', 'entregar', 'tiempo', 'estimado']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 8 meses,"Buen tamaño de pantalla, terminaciones e interfaz",buen tamaño pantalla terminación interfaz,NEU,"['buen', 'tamaño', 'pantalla', 'terminación', 'interfaz']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Definitivamente supera todas mis expectativas!!!!,definitivamente superar todo expectativa,NEU,"['definitivamente', 'superar', 'expectativa']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Muy buen producto tal como lo indica en la pagina,buen producto tal indicar pagina,NEU,"['buen', 'producto', 'tal', 'indicar', 'pagina']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 meses,El producto corresponde a lo indicado en catalogo,producto corresponder indicado catalogo,NEU,"['producto', 'corresponder', 'indicado', 'catalogo']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Excelente celular, hasta ahora funciona perfecto!",excelente celular ahora funcionar perfecto,POS,"['excelente', 'celular', 'ahora', 'funcionar', 'perfecto']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Buen teléfono, Apple, lindo color y harto espacio",buen teléfono apple lindo color harto espacio,POS,"['buen', 'teléfono', 'apple', 'lindo', 'color', 'harto', 'espacio']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,"Es igual a la foto y sí, es de muy buena calidad",igual foto buen calidad,POS,"['igual', 'foto', 'buen', 'calidad']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,El producto es igual a como se muestra en la web,producto igual mostrar web,NEU,"['producto', 'igual', 'mostrar', 'web']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 7 meses,Llegó en perfecto estado y en el tiempo indicado,llegar perfecto tiempo indicado,POS,"['llegar', 'perfecto', 'tiempo', 'indicado']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Excelente teléfono, rápido y muy buena respuesta",excelente teléfono rápido buen respuesta,POS,"['excelente', 'teléfono', 'rápido', 'buen', 'respuesta']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Tamaño corresponde, igual a foto, buen equipo!!!",tamaño corresponder igual foto buen equipo,POS,"['tamaño', 'corresponder', 'igual', 'foto', 'buen', 'equipo']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Perfecto. He usado productos Apple hace 10 años.,perfecto usado producto apple hacer año,NEU,"['perfecto', 'usado', 'producto', 'apple', 'hacer', 'año']",1
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Funciona excelente, y llego antes de lo estimado",funcionar excelente llego estimado,POS,"['funcionar', 'excelente', 'llego', 'estimado']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,"Muy buen equipo, bastante funcional, recomendado",buen equipo bastante funcional recomendado,POS,"['buen', 'equipo', 'bastante', 'funcional', 'recomendado']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,"Todo esta ok, de buena calidad,, igual a la foto",buen calidad igual foto,POS,"['buen', 'calidad', 'igual', 'foto']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 2 años,Excelente!! Lo mejor fue que llegó super rápido,excelente mejor llegar super rápido,POS,"['excelente', 'mejor', 'llegar', 'super', 'rápido']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,envio rapido y telefono es todo lo que esperaba,envio rapido telefono esperar,NEG,"['envio', 'rapido', 'telefono', 'esperar']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un mes,el tamaño justo que todo teléfono debiera tener,tamaño justo teléfono deber tener,NEU,"['tamaño', 'justo', 'teléfono', 'deber', 'tener']",1
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Calidad, funcionamiento, precio, almacenamiento",calidad funcionamiento precio almacenamiento,NEU,"['calidad', 'funcionamiento', 'precio', 'almacenamiento']",1
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Excelente celular y tamaño perfecto para 1 mano,excelente celular tamaño perfecto mano,POS,"['excelente', 'celular', 'tamaño', 'perfecto', 'mano']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Es rápido, me encanta por que tiene mas memoria",rápido encanta mas memorio,POS,"['rápido', 'encanta', 'mas', 'memorio']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Cumple con todas las condiciones que necesitaba,cumplir todo condición necesitar,NEU,"['cumplir', 'condición', 'necesitar']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,El producto cumple con lo definido en la compra,producto cumple definido compra,NEU,"['producto', 'cumple', 'definido', 'compra']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 7 meses,"Es liviano ,un equipo fácil usar recomiendo 100",liviano equipo fácil usar recomeir,NEU,"['liviano', 'equipo', 'fácil', 'usar', 'recomeir']",1
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 7 meses,corresponde a la foto y es de excelente calidad,corresponder foto excelente calidad,POS,"['corresponder', 'foto', 'excelente', 'calidad']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,"Todo corresponde a la descripción, recomendado.",corresponder descripción recomendado,NEU,"['corresponder', 'descripción', 'recomendado']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Mejor compra o mejor compra , todos genial !!!",mejor compra mejor compra genial,POS,"['mejor', 'compra', 'mejor', 'compra', 'genial']",1
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Igual a la descripción, es un equipo excelente",igual descripción equipo excelente,POS,"['igual', 'descripción', 'equipo', 'excelente']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Llegó más que puntual y en excelente condición,llegar puntual excelente condición,POS,"['llegar', 'puntual', 'excelente', 'condición']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,Es de muy buena calidad y un tamaño muy cómodo,buen calidad tamaño cómodo,POS,"['buen', 'calidad', 'tamaño', 'cómodo']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,Es lo que salia en la informacion del producto,saliar informacion producto,NEU,"['saliar', 'informacion', 'producto']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Excelente, lo recomiendo, el color es hermoso.",excelente recomeir color hermoso,POS,"['excelente', 'recomeir', 'color', 'hermoso']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,3 de 5 estrellas.,hace 6 meses,"Es igual a la foto, llego en la fecha indicada",igual foto llego fecha indicado,NEU,"['igual', 'foto', 'llego', 'fecha', 'indicado']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Acorde a lo que se espera de un producto Apple,acordir esperar producto apple,NEU,"['acordir', 'esperar', 'producto', 'apple']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 meses,"Buena calidad, cumple con todo lo especificado",buen calidad cumplir especificado,NEU,"['buen', 'calidad', 'cumplir', 'especificado']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Buena calidad de foto , soporta más los golpes",buen calidad foto soportar golpe,POS,"['buen', 'calidad', 'foto', 'soportar', 'golpe']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 8 meses,El tamaño es ideal y la funcionalidad perfecta,tamaño ideal funcionalidad perfecto,NEU,"['tamaño', 'ideal', 'funcionalidad', 'perfecto']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"El color, diseño y tiempo de entrega lo mejor",color diseño tiempo entregar mejor,NEU,"['color', 'diseño', 'tiempo', 'entregar', 'mejor']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Muy liviano hermoso diseño sistema muy rápido,liviano hermoso diseño sistema rápido,POS,"['liviano', 'hermoso', 'diseño', 'sistema', 'rápido']",1
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 2 años,Lo compré con plan esta lindo y súper liviano,comprar plan lindo súper liviano,POS,"['comprar', 'plan', 'lindo', 'súper', 'liviano']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Igual a la foto, cumple con mis expectativas.",igual foto cumplir expectativa,NEU,"['igual', 'foto', 'cumplir', 'expectativa']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 11 meses,Buen tiempo de entrega y producto buen estado,buen tiempo entregar producto buen,POS,"['buen', 'tiempo', 'entregar', 'producto', 'buen']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Todo tal cual como en la foto, rápida entrega",tal foto rápido entrega,NEU,"['tal', 'foto', 'rápido', 'entrega']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Muy lindo color los bordes son de color lindo,lindo color bord color lindo,POS,"['lindo', 'color', 'bord', 'color', 'lindo']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 2 años,Buen tamaño y excelentes fotografías y videos,buen tamaño excelente fotografía video,POS,"['buen', 'tamaño', 'excelente', 'fotografía', 'video']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 22 días,Tamaño cómodo.Muy buena imagen de las fotos,tamaño cómodomuy buen imagen foto,POS,"['tamaño', 'cómodomuy', 'buen', 'imagen', 'foto']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"El color es muy bonito, tal cualComo la foto",color bonito tal cualcomo foto,POS,"['color', 'bonito', 'tal', 'cualcomo', 'foto']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Es hermoso el color verde olivo, me encantaaa",hermoso color verde olivo encantaaa,POS,"['hermoso', 'color', 'verde', 'olivo', 'encantaaa']",1
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,El celular es increíble y con un súper diseño,celular increíble súper diseño,POS,"['celular', 'increíble', 'súper', 'diseño']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,El equipo súper buen rápido la entrega de el,equipo súper buen rápido entrega,POS,"['equipo', 'súper', 'buen', 'rápido', 'entrega']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Superó mis expectativas.feliz con la compra,superar expectativa feliz compra,POS,"['superar', 'expectativa', 'feliz', 'compra']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 14 días,"Es para regalo para mi pareja, se lo merece.",regalo parejo merecer,POS,"['regalo', 'parejo', 'merecer']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,Buena calidad y cumple con lo que especifica,buen calidad cumplir especificar,NEU,"['buen', 'calidad', 'cumplir', 'especificar']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Tal cual a la fotografía, excelente producto",tal fotografía excelente producto,POS,"['tal', 'fotografía', 'excelente', 'producto']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,El Iphone 13 cuenta con todo lo que promete.,iphone cuenta prometer,NEU,"['iphone', 'cuenta', 'prometer']",1
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"igual a la foto , entrega rápida, cero falla",igual foto entregar rápido cero fallo,NEU,"['igual', 'foto', 'entregar', 'rápido', 'cero', 'fallo']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,"Como siempre, un equipo de excelente calidad",siempre equipo excelente calidad,POS,"['siempre', 'equipo', 'excelente', 'calidad']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Muy buena la gestión de entrega del producto,buen gestión entregar producto,POS,"['buen', 'gestión', 'entregar', 'producto']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Excelente producto y la cámara es increíble.,excelente producto cámara increíble,POS,"['excelente', 'producto', 'cámara', 'increíble']",1
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Buen, producto, suficiente memoria y bateria",buen producto suficiente memoria baterio,NEU,"['buen', 'producto', 'suficiente', 'memoria', 'baterio']",1
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Tamaño y calidad de la cámara muy destacable,tamaño calidad cámara destacable,POS,"['tamaño', 'calidad', 'cámara', 'destacable']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 días,Hasta ahora sin problema buen rendimiento,ahora problema buen rendimiento,POS,"['ahora', 'problema', 'buen', 'rendimiento']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Me llego a tiempo y el descuento fue bueno.,llego tiempo descuento bueno,POS,"['llego', 'tiempo', 'descuento', 'bueno']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Hermoso tal cual como aparese en las fotos.,hermoso tal aparesir foto,POS,"['hermoso', 'tal', 'aparesir', 'foto']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Excelente ! Y como siempre llego muy rapido,excelente siempre llego rapido,NEU,"['excelente', 'siempre', 'llego', 'rapido']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"El teléfono es súper, y el envío muy rápido",teléfono súper envío rápido,NEU,"['teléfono', 'súper', 'envío', 'rápido']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,Si es de buena calidad y es igual a la foto,buen calidad igual foto,POS,"['buen', 'calidad', 'igual', 'foto']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Cumple mis espectativas y muy buena calidad,cumplir espectativa buen calidad,POS,"['cumplir', 'espectativa', 'buen', 'calidad']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Es el mejor iPhone que tuve, best compra <3",mejor iphone best compra,POS,"['mejor', 'iphone', 'best', 'compra']",1
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Excelente camara, buen procesador e imagen.",excelente camarar buen procesador imagen,POS,"['excelente', 'camarar', 'buen', 'procesador', 'imagen']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 2 años,"Muy buen producto  , lo recomiendo  saludos",buen producto recomeir saludo,POS,"['buen', 'producto', 'recomeir', 'saludo']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Es igual a la foto y la cámara es muy buena,igual foto cámaro buen,NEU,"['igual', 'foto', 'cámaro', 'buen']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 3 meses,Es lo mejor en equipos iPhone lo recomiendo,mejor equipo iphonar recomeir,NEU,"['mejor', 'equipo', 'iphonar', 'recomeir']",1
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Buena calidad, bonito color genial producto",buen calidad bonito color genial producto,POS,"['buen', 'calidad', 'bonito', 'color', 'genial', 'producto']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,Excelente celular cumplió mis expectativas,excelente celular cumplir expectativa,POS,"['excelente', 'celular', 'cumplir', 'expectativa']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,Producto de acuerdo a sus especificaciones,producto acuerdo especificación,NEU,"['producto', 'acuerdo', 'especificación']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 7 meses,"Excente camara, sonido y todo lo que tiene",excente camar sonido,POS,"['excente', 'camar', 'sonido']",1
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Tal como la foto, buenísimo y súper rápido",tal foto buenísimo súper rápido,POS,"['tal', 'foto', 'buenísimo', 'súper', 'rápido']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Es lo que esperaba, me gustan los iPhones!",esperar gustar iphón,NEU,"['esperar', 'gustar', 'iphón']",1
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Es espectacular ..!!! Te vas a la segura .,espectacular vas seguro,NEU,"['espectacular', 'vas', 'seguro']",1
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"El tamaño está súper bien, y es muy rápido",tamaño súper bien rápido,POS,"['tamaño', 'súper', 'bien', 'rápido']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 10 meses,"Buen producto, lo más atractivo el precio.",buen producto atractivo precio,POS,"['buen', 'producto', 'atractivo', 'precio']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,Equipo igual al de la imagen de referencia,equipo igual imagen referencia,NEU,"['equipo', 'igual', 'imagen', 'referencia']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 10 meses,"Es de muy buena calidad, de tamaño decente",buen calidad tamaño decente,POS,"['buen', 'calidad', 'tamaño', 'decente']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Excelente como todo IPhone; entrega rápida,excelente iphone entrega rápido,POS,"['excelente', 'iphone', 'entrega', 'rápido']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 23 días,Lo tengo ocupando y no ey tenido problemas,ocupar problema,NEU,"['ocupar', 'problema']",1
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 15 días,"Corresponde el tamaño, excelente producto",corresponder tamaño excelente producto,POS,"['corresponder', 'tamaño', 'excelente', 'producto']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Excelente calidad nada que decir de Apple,excelente calidad decir apple,POS,"['excelente', 'calidad', 'decir', 'apple']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 9 meses,En realidad es mucho mejor que en la foto,realidad mejor foto,POS,"['realidad', 'mejor', 'foto']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Mejor calidad y batería de larga duración,mejor calidad batería largo duración,NEU,"['mejor', 'calidad', 'batería', 'largo', 'duración']",1
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Es igual al de la fotografía de la página,igual fotografía págín,NEU,"['igual', 'fotografía', 'págín']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Excelente producto, como siempre lo mejor",excelente producto siempre mejor,POS,"['excelente', 'producto', 'siempre', 'mejor']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,Me gustaría saber si el iPhone es origina,gustar saber iphone origín,NEU,"['gustar', 'saber', 'iphone', 'origín']",1
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Muy buena calidad el producto recomendado,buen calidad producto recomendado,POS,"['buen', 'calidad', 'producto', 'recomendado']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,"Es un pedazo de máquina, veloz y elegante",pedazo máquinir veloz elegante,POS,"['pedazo', 'máquinir', 'veloz', 'elegante']",1
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Es igual al de la foto y de buena calidad,igual foto buen calidad,POS,"['igual', 'foto', 'buen', 'calidad']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Súper buen equipo impáctala de su cámara,súper buen equipo impáctalo cámara,POS,"['súper', 'buen', 'equipo', 'impáctalo', 'cámara']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Muy buen equipo, rápido excelente cámara",buen equipo rápido excelente cámara,POS,"['buen', 'equipo', 'rápido', 'excelente', 'cámara']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Excelente camara rapides y mucha memoria,excelente camarar rapid mucho memoria,POS,"['excelente', 'camarar', 'rapid', 'memoria']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un mes,Exelente producto y exelente envío 10/10,exelente producto exelente envío,POS,"['exelente', 'producto', 'exelente', 'envío']",1
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 2 años,"Tamaño, descripción es la que se ofrece.",tamaño descripción ofrecer,NEU,"['tamaño', 'descripción', 'ofrecer']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Excelente producto Apple, rápida entrega",excelente producto apple rápido entrega,POS,"['excelente', 'producto', 'apple', 'rápido', 'entrega']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Buen equipo, buena cámara y súper rápido",buen equipo buen cámara súper rápido,POS,"['buen', 'equipo', 'buen', 'cámara', 'súper', 'rápido']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,"Original y totalmente nuevo, recomendado",original totalmente nuevo recomendado,POS,"['original', 'totalmente', 'nuevo', 'recomendado']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,Si es igual a la foto y de buena calidad,igual foto buen calidad,POS,"['igual', 'foto', 'buen', 'calidad']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Igual que la foto de referencia,liviano",igual foto referencialiviano,NEU,"['igual', 'foto', 'referencialiviano']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Muy bien llego a tiempo y buen producto,bien llego tiempo buen producto,POS,"['bien', 'llego', 'tiempo', 'buen', 'producto']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 4 meses,"Todo muy bien, de acuerdo a lo esperado",bien acuerdo esperado,POS,"['bien', 'acuerdo', 'esperado']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Tamaño perfecto tal cual la publicación,tamaño perfecto tal publicación,POS,"['tamaño', 'perfecto', 'tal', 'publicación']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 9 meses,Excelente producto y muy lindo el color,excelente producto lindo color,POS,"['excelente', 'producto', 'lindo', 'color']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,Muy puntuales al momento de la entrega.,puntual momento entregar,NEU,"['puntual', 'momento', 'entregar']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Producto corresponde a lo promocionado,producto corresponder promocionado,NEU,"['producto', 'corresponder', 'promocionado']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,El color es bello y funciona perfecto!,color bello funcionar perfecto,POS,"['color', 'bello', 'funcionar', 'perfecto']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"excelente telefono, muy buena pantalla",excelente telefono buen pantalla,POS,"['excelente', 'telefono', 'buen', 'pantalla']",1
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Rápido y bueno el envío fue muy rápido,rápido bueno envío rápido,NEU,"['rápido', 'bueno', 'envío', 'rápido']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Rápido, buen tamaño, excelente aparato",rápido buen tamaño excelente aparato,POS,"['rápido', 'buen', 'tamaño', 'excelente', 'aparato']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Tiempo de espera excelente en 24 horas,tiempo esperar excelente hora,NEU,"['tiempo', 'esperar', 'excelente', 'hora']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,llego antes y en perfectas condiciones,llego perfecto condición,POS,"['llego', 'perfecto', 'condición']",0
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,De buena calidad! Un excelente celular,buen calidad excelente celular,POS,"['buen', 'calidad', 'excelente', 'celular']",2
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Tal cual como se muestra en la imagen,tal muestra imagen,NEU,"['tal', 'muestra', 'imagen']",2
